paragraph_id,question_id,answer
11711,68620,Контракты с фиксированной ценой
9026,45771,воинов-аристократов
13789,30092,до 8 граммов серебра
9807,18049,от 1 до 5 тепла
3191,17862,"муха цеце, мошки Simulium"
4271,73398,В 1951 году
1694,65174,бытия человека
8516,83897,довольно низкая
3664,28857,высокой степенью развития коры полушарий переднего мозга
2696,46400,Ланг
13437,15953,в дочь княгини Шаховской — Екатерину
7079,80764,локальные популяции
14142,42893,в черте города бедна
4208,60561,при температуре 0 — 5 °C
10474,1817,1970-х
8187,28489,между учением Церкви и своими гипотезами
13311,28787,розничной
7588,63897,в платонизме
10943,52539,географические карты
14619,43478,картезианского рационализма в его буржуазно-придворной интерпретации
9167,10483,благодаря инерции
6248,34025,технократический стиль управления
11731,74192,идентичность
815,59355,"Бегство Логана, Судья Дредд, Эон Флакс, Ультрафиолет"
2414,24658,государственные академии
10180,63405,в XIV
2577,72275,7 ⅓ октав (88 клавиш)
1850,31990,брахми
6633,56206,что учитывает все существенные параметры системы
1535,83100,он описывает свою поездку на поля Ватерлоо
4263,4048,специальные ловушки
1651,80813,Сенатор Нельсон Олдрич
503,37269,в 1910 году
10758,81232,в подготовке антиправительственного заговора
3396,52700,эпидемией
13635,11930,троллейбуса
9514,50062,DIY и энергией панка
13272,68607,столицу
5853,52699,из-за сильного шторма
8004,23369,из камня
13056,55428,появление различных форм
10006,55057,к кругу литераторов-западников
13545,14380,В 1984 году
7811,49073,с Терезой
13582,74996,для проведения церемоний
5011,77139,255 км
8567,33975,"Борьба в эфире, Ариэль, Человек-амфибия, Голова профессора Доуэля"
560,61606,После захвата Белого города
11678,66511,в перикардиальном синусе миксоцеля
10598,40672,за два месяца
5969,47148,В Шеффилде
8336,12608,"только маленькие анклавы в Пондишери, Мейхе, Карикале и Чадернагаре без какого-либо военного присутствия"
12160,46022,В 1186
9596,57598,В начале XX века
8589,31752,железнодорожная сигнализация и строительство мостов и тоннелей на переездах
10331,34284,высокий уровень соответствия Платежной системы
12172,81574,с 1 сентября по 1 июня
7681,52941,изобретения и разработку новых технологий
10636,19437,дискуссионной
4748,22226,предметом полемики среди политиков
1897,4756,русский фотограф Сергей Прокудин-Горский
1218,39294,в 1914 году
2915,73788,примерно по большому кругу
13370,79482,в конце XVIII века
11847,5383,через корневые волоски внутрь молодых корней
3840,1666,Десна
8586,42544,у булавоусых бабочек
6830,9497,собственное вырезание
11102,84182,в северной Европе
12092,32504,За рубежом
15030,10232,"Губерния, КТВ-Форум"
1771,8457,в 18-20 км к северу от Новгород-Северского (Украина)
8529,51975,кутикулой
10269,12496,"обильное, однократное"
14697,74893,по строению и функциям
1594,39925,от трассы и выбранной стратегии
14016,72411,среду с инверсией населённостей
7708,31019,астероид получал имя спустя десятки лет после открытия
12321,57030,Герб Боснии и Герцеговины
11649,83564,Ци Цзюйгуан
6018,69331,в 711
10775,16068,до 1979 года
14251,10010,кельтские племена
7910,80287,Nidec
12606,81340,за оскорбление величества
7562,17671,в 1986 — 1991 годах
2881,8137,от нескольких факторов
10280,50104,В середине 1890-х годов
4381,82075,необычайный консерватизм всех литературных жанров
4174,49485,В 1896 году
5831,43340,в 1902 году
5564,39641,Пелопоннесской
6037,71466,"за компактность, высокое качество звучания, удобные функции управления"
6597,55070,с изменением законодательства
4300,18300,на XIII Менделеевском съезде
13466,75584,1255 человеко-часов
10423,35903,киностудии Pathé
4289,80625,овуляция
2422,45737,"была фактически ликвидирована, а предприятия перепрофилированы или обанкротились"
10231,16597,циклический подход и доктрину вечного возвращения
5940,4397,Отмена в 1861 году крепостного права
14537,21870,Гольбах и Гельвеций
1230,46878,в Главный комитет
6487,69101,Аортальный клапан
7569,21076,Wonga.com
345,18988,князю Свидригайло
7717,25481,по селению близ Болоньи
6613,38352,кинематографичен
6404,49632,Пирешти
1969,47915,агентивного и пациентивного
8862,32869,от раджа-йоги Патанджали
13041,9693,менее чувствителен к трению и нагреванию
14034,59106,в дюймах
7011,6562,Из-за начавшейся несколько месяцев спустя гражданской войны
8586,939,на нижней стороне крыльев
8391,26099,в нью-йоркскую печатную компанию American Bank Note Co.
13673,8045,в периплазме
8551,64625,не раньше часу ночи
10199,72566,Choice Hotels
4352,38108,В 787
8278,79290,Одна часть молекулы рецептора
1307,21918,Революционный трибунал
8758,81815,для алтарных и других церковных украшений
4609,54485,Федеральные законы О защите конкуренции
5243,77846,Гомологичная рекомбинация
14175,35498,гало и венцы вокруг солнца и луны
243,61156,с давлением 50 фунтов на квадратный дюйм
6301,84026,в итоге убивают своего хозяина
14444,41899,формы пассива
9120,20694,во многих странах мира
824,64413,внутриполитический кризис
14148,20881,нападки ганноверского духовенства
2654,67032,в 1878 году
1052,12034,для охоты
11344,53815,посевных инвестиций
3324,34320,154 000 человек
3086,38621,безводного
8902,58242,не устраивал
1887,45966,В 1624 году
9008,15723,на вероятности события (частоте события) и связанных с ним обстоятельств
9084,55429,100 км
1584,3965,Толкин
8140,75390,Боуи сыграл одну из главных ролей — прусского офицера Пауля фон Призгодски
8092,21366,твёрдый конденсат с неравномерным распределением примесей
12428,53230,арбитражные операции
12421,24343,"кровать, платяной шкаф, небольшой стол и отдельную туалетную комнату с душем"
10335,10109,нефтедобывающей
9383,11019,1
7850,70856,насосы и дренажные системы могут обрабатывать осадки со скоростью
8838,64680,12 июля 1978 г.
14841,38316,географ и антрополог
4237,14799,Афонин
10129,319,латинского происхождения
7922,51850,От ряда наречий
9647,70608,универсалии Аристотеля
3664,29882,на простых безусловных рефлексах
9094,75260,только самые крупные особи начинают охотиться в одиночку
13279,76282,которые практически не получали финансовой помощи Всемирного банка
12590,22156,вследствие языковых и пространственных барьеров
8722,59383,нефтяной кризис
4465,58225,с посвящением в рыцари
1692,4633,стало доступным скачивание кинофильмов
5048,29404,на верх головы
1535,28387,"с Гобгаузом, другую с поэтом Шелли"
4010,59787,Сила вязкого трения
3966,1375,Ценные бумаги
2903,61613,в воскресенье
366,57673,искусственные образования
1798,31999,более 150 специальных мероприятий в разных странах
5254,17148,дизелем
9607,30858,15 секундам
2622,60602,сердечная астма и склероз лёгких
13479,60880,около 7 млн световых лет
4828,16868,от его количества
3515,60123,прогнозирование межмолекулярных взаимодействий
7170,1138,переход от охоты и собирательства к земледелию
1197,63223,3-е место
13043,49928,собственную специфику
12611,71806,Менің Қазақстаным
11689,46308,В конце 1976 года
9129,56803,синтетическим путём
14835,2228,из-за малого содержания спирта
722,9392,для приарктических и приантарктических вод
1013,15551,по аналогии процесса образования и ряда формальных свойств
13761,13372,более чем 70 % видов лишайников
15003,73051,Н. С. Хрущёва
7312,60189,"на 0,1 %"
6224,30459,в 1977 году
1672,48508,Банк Финсервис
11888,56717,В 1584 году
2402,82311,при аккредитивной
604,84181,нельзя
5909,7892,сальтационной концепции
5757,64740,гибкой
2793,18539,псевдоподиальными выростами хоаноцитов или пинакоцитами
11037,10456,поверхностный водосбор
2305,5649,"группой, и семьёй"
14974,80897,в большинстве университетов Канады и США
10397,72747,для красоты
6715,49053,Способность товара к обращению
12363,66004,После падения Толедо и Кордовы
12715,66162,центральной нервной системой беспозвоночных
1139,53782,современную религиозную идеологию
6062,71510,в ДНК
4000,16548,"на 44,7 %"
13738,75344,в журнале Harper
4289,61649,в определённый период месячного цикла (овуляция)
1455,11578,довольно крупные яйца
14060,47854,один
1271,28175,тепловым
387,71935,скоплениями лимфоцитов
8851,35197,сперматофорное
1711,61695,в руках крошечной группы финансистов с Уолл-Стрит
3396,68606,период передачи инфекции
12734,51389,Питер
3407,30111,законов сохранения с учётом свойств фотонов
7210,23254,"лазерные диоды, лазеры на красителях, лазеры на диоксиде углерода, химические лазеры"
9375,32707,В 1873 году
6008,77683,на западнофламандском диалекте
14374,27511,Структуру и функции белков
4085,5490,Львиную
4681,9443,не является
11238,47758,король
5285,73111,"эволюционно-креационные дебаты, конфликт, фокусирующийся на политике и общественном образовании"
10676,14155,8 языков
584,37530,в 1858
11812,56937,Внутренние болезни
12562,19780,Император Фридрих I Барбаросса
249,80880,для снижения наводок и помех
11740,28583,череп
129,59166,около 600 км
6712,70529,делегирование
11051,47825,на подход Портера
3058,36501,в два этапа
3483,60927,в определённых синтаксических целях
13204,59259,"верхний слой кожи эктодермального происхождения, состоящий из эпителиальной ткани"
6655,77656,Плюрипотентные клетки
1550,33322,после выполнения космического полёта
8318,76928,Ж.-Э
7092,77607,в результате термоядерного синтеза из водорода в недрах звёзд
10974,77390,обшивка воспринимает всю перерезывающую силу
9980,5822,около 2000
8633,28656,в 1078 году
1595,70055,Феодосия Руденко Виктория Евгеньевна
13634,69108,не создаст
2635,64265,в герметичный объём
9833,21185,о программировании на заказ или программистском обслуживании
10280,79191,в 1891 году
13992,17514,В. М. Перов
6448,70251,Доном Вудсом
5987,29338,в 21 веке
4561,21267,Пьера Тейяра де Шардена
13318,70230,Крыса (или мышь)
13039,73615,"0,19-3,6 %"
1619,38065,"высококачественной леской диаметром 0,08 мм"
1766,6145,к Международному банку реконструкции и развития
14377,44218,Уимблдон
14066,80037,надпечатки с номиналами до 10 немецких марок
1313,7561,Джона Локка
10152,77153,Перегрев экономики
2130,79091,на художественные (игровые) и документальные (неигровые) фильмы
6076,14817,о минувшем Золотом веке
10407,79472,интересоваться кастовой принадлежностью человека
4550,64709,происходит короткая продажа
5799,3082,Ричардом Тревитиком
11691,30701,Более 30 тысяч
4052,1396,чтобы компенсировать движение ледникового покрова
8713,37615,Около 502 года
5629,53462,в образованном обществе
13364,63942,из неоклассического микроэкономического анализа
9223,16075,"ракообразные, паукообразные, усоногие"
2822,51017,Юрий Мальцев
3793,6187,на уровне крон деревьев
13199,29627,Иосиф II
3515,5815,строить модели белков
7520,37659,в 1972 году
14317,69990,Национального рейтингового агентства
549,74824,не имеет частей
4014,80936,не является частью основного титула и часто опускается
10366,17682,Руссо
4251,54278,нулевой ничьей
5981,65938,из одного транзистора и одного конденсатора
1263,53619,Волокно хлопка
5373,47980,перед королевским двором в Гааге
4317,83809,чтобы попытаться воплотить интересующую его северную мифологию и мир природы
4597,2472,только из первоначальных форм в малых перцепциях монады путём бесконечно малых изменений
14052,46557,рабочими пчёлами
12467,66433,негативно
14448,45585,для наблюдения за точным соблюдением законов
13056,56017,по окраске и ряду признаков
4002,80084,удовлетворение эмоциональных потребностей
6433,77454,четвёртым
7183,3423,естественным отбором
10003,9528,не работник
2664,72045,тектонику плит 4 миллиарда лет назад
10350,37831,звери
5846,43581,Интимная жизнь
10278,30502,увеличения высоты башен
8510,55152,в древнем Китае
9467,43998,в СГС
2538,31358,римской цифрой
2654,2272,Во всех русско-турецких войнах
7664,79971,Золотой лев
12180,68315,как чисто физико-химическое явление
11190,45761,"идеологии, политической культуры, гражданского общества"
14287,67687,скорость
71,39893,2012 г.
11092,11635,великую драматическую актрису Варвару Асенкову
14419,38424,шумный скандал и протесты
7555,11724,Умереть таким молодым!
3691,15909,Клинт Бенедикт из Монреаль Мэрунз
6378,40038,дополнительно оснащённые системами автономного хода на аккумуляторах
5217,37638,ночной урании Alcides agathyrsus
13023,72956,в Уппсальском университете
2486,83831,фотонов
12894,16727,в международном праве
47,51516,ордерный коносамент
3940,58571,от одного года до нескольких лет
5217,13997,окраской и формой крыльев
1006,56445,под номером 485
9304,80141,В конце 2013 года
14426,52521,с показателем роста национального фондового индекса
1373,11443,у авторов
9981,9082,"низменная, равнинная"
14378,6182,Судебные органы
950,74365,1998
1868,79471,в Шанхае
8325,53616,с конца 1 тыс. до н. э.
10343,59402,в 1955 году
3606,71287,О коммерческой банковской деятельности и Законом КНР О Компании
10310,5406,"сознанием, самосознанием, умом"
7771,32633,"прибор, предназначенный для показывания быстрых колебаний в атмосферном электричестве"
12461,62870,"из-за происхождения, поскольку экспедиция предполагалась национальной — норвежской"
2432,14188,облигации
14480,38217,29 января 1991 года
2546,16475,в своих собственных сочинениях
5369,8070,западную
5491,25801,в радиоиммунном анализе
8737,72579,300 млн рублей
5942,63259,Лиссабон
9525,33420,расширяет численность сотрудников до 3 или 7
9028,17662,Джованни Черветто
8329,77542,по словам В. Конен
6622,79066,руководителями первого (низового) звена или операционными руководителями
1039,35778,в большом каменном амбаре
7550,46127,Нервная
9212,2650,из-за чрезмерного промысла
7312,27582,в результате происходящих в её районе физических процессов
6934,30490,немецкая флейта
4030,50176,гендерно-нейтральное обращение микс или макс
4097,39124,химическим способом
1683,35457,формирование плодовых тел миксобактериями
12519,8378,в экономически развитых странах
8239,68296,6 статьи 9
6749,52209,путём выпуска исходного кода программного обеспечения
11681,21887,бедренную кость мамонта
9274,40633,литературовед Юрий Лотман
9210,63315,Посевные инвестиции
14862,78135,добиваться роста производительности труда
1257,24176,Стинг
3155,11469,8
14442,55058,в виде независимой частицы
2478,57869,550
8214,38754,В 2002 году
682,79759,Владимира Сапунова
7136,45700,достоверно зафиксированные опыты по гибридизации растений
14092,26881,как удел в его составе
1732,39998,Wandex
15032,1442,погибло более 95 % окуней
12035,11494,до 100 000 видов
13960,22406,на рибосомах по отдельности
4945,1608,троллейбус
2247,8034,первым для них титулом сильнейшей футбольной сборной мира
13610,74576,к изучению происхождения и строения Альп
7557,54138,Православно-догматическое богословие митрополита Макария (Булгакова)
10153,42662,закругленной формы
7037,29349,В 1461 — 1462 годах
2460,52087,этика и политическая философия
2031,76482,Типичными приборами
6258,53006,журналист Джерри Уэкслер
2811,39593,В 1984 году
2111,21000,"Куба, Доминиканская Республика, Пуэрто-Рико"
2889,16582,из правого и левого желудочков
12046,78513,В 1331 году
10264,28609,исследование происхождения поэзии
7614,39615,Джек Николсон и Марк Уолберг
7409,83693,чукотско-камчатская
12537,25732,супердеревьев
316,55348,Евклид
10997,3400,На островах Самоа
7266,74816,"к нему могут быть применены санкции, включая отзыв лицензии"
4199,28319,более 1200 членов из 63 стран
6633,24688,некоторой их совокупностью
7044,65749,которые ещё не достигли своего уровня некомпетентности
10378,4556,система управления железнодорожным движением в целях избежания столкновений
4491,40926,В 2003 года
7340,11877,Аристотелем
7381,4686,Берберы
13242,11850,Бадари
14157,49556,время доступа и средняя скорость передачи данных
15011,47773,периоды мирного сосуществования
1930,35057,генерализацией личных принципов и ограничений на этику в целом
4911,19406,Сборная Англии
1511,20783,в первой половине 1970-х годов
13351,60389,на Праволыбедской улице
2339,5625,социальный институт
331,51259,В 1526 году
13056,51387,случаи полиморфизма
14962,6361,Государственный суд правосудия Земли Баден-Вюртемберг
3334,8607,охотники верхнего палеолита
2853,4607,из сотрудников антимонопольного органа
13642,17247,Приглашение на казнь
1604,7520,Корзинка Венеры
5748,73790,дистанционного банковского обслуживания
10470,52709,от Ассирии
14434,65311,к женскому роду
11891,34345,10 тыс. рабочих
12478,66461,на 4000 %
731,45558,колоссальностью размера своих произведений и живописностью сложной группировки фигур
11206,32789,добровольная сдача крови
13586,9682,консольное
738,23791,с IV-го
14914,55254,Чарльз Гудхарт
13036,23464,в российских государственных нормативных актах
5779,62279,"больным, страдающим железодефицитной анемией"
6181,49865,отражением царящих в сёнэн-манге стереотипов
2448,18011,умеренный
13019,19680,Михаэлиса — Ментен
219,30201,В целях предохранения фортепиано от неисправностей рекомендуют хранить его в нормальных
10392,20122,В 1536 году
13719,81555,способы удушения сзади
2081,38672,Центральным банком Российской Федерации
9720,7287,вместо одной дочери показывали другую или служанку
14550,26438,Лафайета
15097,35223,от земных
8961,49427,Весной 2011 года
4245,7829,сахар
3145,73930,1869
8859,80882,не зависит
10964,73566,в 4-5 раз
9659,62730,винными
3336,15837,Seagull management
10603,18660,На правом берегу реки Данге государством
14069,61716,24-го октября 2007 года
8217,49659,В сентябре 1866 года
13734,13628,карпоедов
8943,2169,наиболее привлекательную с фундаментальной точки зрения компанию
5574,21907,бесконтактно
14372,80160,результативность и эффективность
8431,68525,"Milestones, So What и Flamenco Sketches"
3512,58862,физической химией и другими смежными и самостоятельными дисциплинами
6052,35442,наличие артикуляционной характеристики является признаком
9841,31349,бесплатно
958,82242,около пяти месяцев
3243,42658,"светский характер культуры, её гуманизм и антропоцентризм"
13740,6886,Каспийского
8881,80613,С. С. Прокофьева
1414,13681,"своих традиционных противников, консерваторов"
2288,59518,рачков
2663,37775,Мод Уотсон
11204,4658,3-е место
11259,15861,от философии
7313,36568,для преодоления природных препятствий
4635,8464,спасти религиозное единство империи
11540,13380,в 754 году
10237,72644,обособленное подразделение юридического лица
6591,51855,24 августа 1965 года
6279,43032,за счёт антигенной изменчивости
5816,31114,21 %
8824,58146,простота конструкции и малые габариты
6110,32567,"0,003-0,2 %"
3037,14715,Слизистые железы отсутствуют
3053,67430,15 января 2014 г.
4662,15241,"батава Цивилиса и галлов Классика, Сабина и Тутора"
11657,61129,французский кардинал
2617,12167,всеобъемлющим характером товарного производства
12375,54807,К началу мая
8355,63192,замок
1661,67337,как человек глубоко верующий и имеющий большую надежду на будущее
2277,48093,подвластные персидскому царю
9515,72241,фотопластинки Автохром братьев Люмьер
5472,51604,могут
3866,81213,6 марта 1475 года
4941,24724,шестой
5218,39221,"0,18·10−28 м² (0,18 барн)"
7142,11326,софистами
4,39058,Манитоба
4161,20827,к долгим мучениям
12672,47731,В начале 1823 года
1815,77653,в качестве датчика свободного падения
12054,28563,термодинамических
3410,12883,критики Элвиса Пресли
4372,60135,Диалог
10337,73220,джазовыми
10903,23271,неофициальный
4088,69551,островные
7889,65422,"шансон — многоголосная песня, Бах"
636,82270,триллиону бумажных марок
14570,71124,проектирования систем
13631,5992,"на нравственные, или этические, и мыслительные, или разумные, или дианоэтические"
43,39642,от прозы
476,36321,"за счёт развития сферы финансовых операций, производства электроники и нефте- и газодобывающего сектора"
6959,44552,кукуруза и другие культуры
11550,54606,Digital Versatile Disc
11786,12691,номинатив и аккузатив
14100,9927,болгарским полководцем
7087,34369,ПАНХ и Бурятские авиалинии
4153,80154,1415 °C
10020,73567,антрополога Станислава Дробышевского
11028,753,инверсии сахарозы в слабокислой среде
8480,41393,с помощью ложных ножек
9157,36146,банк закроется
1668,67607,в экологических нишах друг друга
3345,59685,как спиральный поток вихрей
10352,75123,до 95 %
3478,39483,Вестник иностранной литературы
14211,36278,через удовлетворение и убеждение
827,1962,бежали в глубь страны
256,40891,Сфера услуг города
8050,43785,сатурнии Gonimbrasia belina
4126,71117,12 видов бабочек
12903,0,"чеками, переводами, аккредитивами, инкассо"
13631,75948,из привычек-нравов
5407,8836,Гордон
4333,58255,лучи в первом спинном плавнике и строение скелета
7320,77130,Стив Ривз
11015,73791,не были сколь-либо равноотстоящими
14681,80777,к ветви Вторичноротых животных (Deuterostomia)
10676,34439,29 языков
8071,50032,посредством бета-распада
9920,52007,представителей других видов бабочек со схожей окраской
13675,51706,под № 2168 27 ноября 1992 года
11243,69458,7757 тонн
3809,21986,от заряда батарей и запаса кислорода
3957,72330,на временном или постоянном удалении от социальных отношений
10995,28816,четыре
13707,60863,31 декабря 1600 года
3475,57914,в качестве консультанта
13177,3549,описание категории людей
11261,3639,к коротким замыканиям и повреждению контактной сети
10561,74810,"искусство вождения космического (межзвёздного) корабля, искусство космоплавания (звездоплавания)"
2966,34254,с помощью финансов
14246,30768,Ништадтский мирный договор
13091,32878,к жалобам на недостаток денег
3772,6847,1520
1202,40454,2504 — 2347 года до н. э
2502,13054,книгопечатанием
11932,42374,значение определённости-неопределённости
10945,78813,в форме увещаний
2272,14368,В лето 1670 года
5488,14366,В ранний период Ренессанса
7326,75254,метод сравнения содержания гуанина и цитозина в ДНК
4182,40382,сына
12990,8797,"Германскую прогрессистскую партию, национал-либералов и Либеральный союз"
7145,72781,резкого снижения уровня воды в мировом океане
10051,9172,контактную сеть
9645,56504,в 1998 году
14566,73942,"на вопросы членов диссертационного совета по своему докладу, диссертации и автореферату"
9567,26391,"северный, южный и восточный"
10591,35123,Гусеничный дерматит
7758,3194,в 1825 году
7662,78623,типичными динозаврами
544,25968,российский учёный А. И. Яшин
7504,58448,бедными
8614,2468,Транспозоны
7694,32693,за 2000
5248,60325,в части реализации своей продукции на мировых рынках
15070,19409,Для эволюционной биологии
7704,21999,удобства естественных путей сообщения
2462,44171,молекулярной массой
2274,20453,морским фасадом Санкт-Петербурга
10310,72479,Человеческий мозг воспринимает внешний мир через чувства
12755,251,в 2005
13195,5213,мажорно-минорная тональность (гармоническая тональность)
3046,46017,в 13 городах
7301,54963,от уставного капитала
12203,80335,к понятию личные финансы
8095,24479,Постмодернизм
5827,1754,в 2007 году
4680,7331,татары несколько раз опустошали Рязанское княжество
1085,73149,в VII—VI вв. до н. э.
9113,71536,около одиннадцати предметов
5990,16810,первоначально отвергнута
11226,76767,с 1 по 12 и с 14 по 19
13492,22445,1 — 12 марта 2002 года
14833,71074,в 1809 году
13550,78607,около 200 — 300 тыс. лет назад
668,45689,В 1980-х годах
5488,38984,Ренессанса Лоренцо де Медичи
11585,29638,венчать насильные браки
13137,50151,"Рождества Христова, Петра и Павла"
12249,46451,"широта теоретических и практических обобщений, глубокий анализ фактов и явлений, четкая социальная направленность"
10935,18217,48 знаменитостей
3035,71393,к традиционным религиозным практикам
10150,48432,рассказ в стиле Шерлока Холмса
13742,11673,на втором от конца слоге
2102,28138,комплект струн — набор струн разной толщины
14877,63407,"теми же полномочиями, что и управляющий, включая председательствование на заседаниях Центрального совета директоров"
11410,32004,в странах ОЭСР
9812,16570,4 ноября на концерте в доме графа
13443,67389,за смерть своего отца
7148,69717,Entente Florale
1890,59732,"Петерсхаген, Нинбург, Ферден и Ахим"
8874,11383,натуральная труба
14891,41804,требуют выделения отдельного сервера
12901,78543,"от 2 до 3,5 лет"
4532,53234,особенное сильное влияние различных изменений экономического и технологического характера
476,42756,в последние десятилетия
4686,49528,Между 1861 и 1865 годами
1757,75976,обычно в единственном экземпляре
4406,51551,идиш
613,45239,в 1980-х гг
11189,54489,с лицензией на их распространение
14537,71640,просвещенческим воззрениям
14270,72280,аккумулировать энергию Солнца
10572,5781,граверов Шхонебека и Пикара
29,65828,"Постмодернизм, или эстетика симулякра"
1637,21393,"+14,5 °C"
1946,55065,не был
9306,55262,"0,965 км²"
13777,84091,ровно один грамм
14726,5927,На 1950 — 1960-е годы
3451,81009,за соблюдением бюджетными учреждениями установленных лимитов бюджетных обязательств
11170,61963,4
12262,23050,к бимоторным и переднемоторным
11047,44610,одинаковое
3590,67882,в 1951-м
3666,42993,на литературно-критических статьях и мемуарах
73,8659,Александером Дугласом
11818,11605,ФАС России
12918,55722,его антимилитаристские выступления
3952,18742,с момента завоза рабов из Африки на территорию Нового Света
6724,15061,"поток воздуха, который быстро движется параллельно земной поверхности"
8256,52949,в связи с финансовыми трудностями
7270,29374,изменением самого социального института
14756,80424,в 1959 году
2740,54974,награду ещё и ещё за свои неправедные дела
103,46402,для замены старых принципов работы
9815,3927,кислорода
5331,6997,О. С. Ахмановой
14470,37934,литературного агентства Kubin Ltd
11662,82191,О некоторых моментах эволюционного процесса с точки зрения современной генетики
12650,60188,drive-in
6414,49340,"из бука, красного дерева и других прочных пород"
12941,55124,о своей тяжёлой болезни
9773,43141,на обширном корпусе заметок и неизданных рукописей отца
7177,63887,как общее свойство двух или нескольких языков
3889,55224,в 1975 году
10319,6088,"мезо- и синоптической метеорологии, такими, как линия шквала или атмосферные фронты"
4572,26302,идентификация точки на спиральной кривой
9423,9398,от передовых стран
5224,75217,С. П. Вуколов
12861,53251,два
12189,83875,римско-католического архиепископства и православной Литовской епархии
262,10655,булавовидные
2920,45655,перед Ассамблеей Республики Косово
3819,19122,поручик Покровский и корнет Плонский
14812,14049,"устойчивость бактерий к антибиотикам, или антибиотикорезистентность"
2599,40470,"оно - разовое, может быть оформлено только на один рейс"
4388,55690,Испанцы
5549,9363,Гидроксиды щелочных металлов
9882,10691,некую рельефную структуру
7321,80766,через киоски и кассы магазинов
1429,510,птицы и потомки примитивных млекопитающих
718,20571,в 1599 г.
9071,25450,Во второй половине XIX века
10337,4650,"на ритмах, ансамблевой структуре и энергии бибопа"
11469,40353,гекзаметром
1935,46187,Леонид Зуров
7108,58029,The Mars Volta
5483,61849,"Силы, выступающие против неолиберализма"
11814,26834,Поярков
14974,39820,В марте 2004 года
242,22699,"около 88,6 %"
10148,13935,поэта
1796,79174,колёсные редукторы
10201,84016,благодаря действию буферных систем организма
4506,77577,А.
2187,13838,в лежачем положении
10340,57849,Марфы Посадницы
3678,17552,чёрная с белыми пятнами
10423,49690,до 200 футов
13757,73339,пакеляж
5690,8501,сохранности и защиты товаров
3542,66881,которое произведено только за счёт методов возобновления энергии
194,30422,ноги
11604,23088,Экономическая
9932,13764,знаменитым Корреджо
5819,79763,Амальтея
11549,30929,в Будапеште (ныне Венгрия)
458,82060,Позволяет изучать оптимальные траектории экономической динамики
15091,8857,Conseil d’État
2608,82054,понятие импетуса
936,25112,"казённые заводы, соответствующие интересам обороны"
946,32860,"к общей слабости, повышенной утомляемости и другим нервно-мышечным расстройствам"
4669,51357,в Красные
10183,14691,до Гвинейского залива
8386,54420,Максимом Горьким
4952,43568,со Стендалем и Делеклюзом
14511,79831,по рекомендации Международного консультативного комитета
4403,49661,с Северной
2301,6969,по городским долинам и за пределы города
6258,14349,в Ритм-энд-блюз записи
9151,50347,в конце 1960-х
14812,20869,Flavobacterium
11158,21822,богатыми купцами Строгановыми
12300,37145,"большой честностью, простотой в обращении и неприязнью к роскоши"
9930,68450,27 ноября 1852 года
2864,16574,превышает сотни тысяч
11207,26363,В Византии
4564,25309,М. О. Штейнберга
12160,48648,Роман
2872,9107,из ружей или винтовок
6112,52585,Воронежский городской муниципальный совет
12242,52398,Философское познание
7805,22362,чаще консенсусом или аккламацией
7690,73046,"нерегулируемого, дикого"
6852,70071,A. P. Hota
13062,38105,разочарованием в возможностях технических средств для художественных практик
11491,63219,для всеобщего обозрения
4545,78750,Технологическая
7272,63451,Социальный институт
9282,72800,В 1941 — 1944 годах
12496,39533,лофоциты
9356,57433,Вильгельмом Кордесом II
5220,79712,on Mars
